
filter 0
-0.027344,-0.003906,0.015625,0.027344,0.023438,0.003906,-0.011719,-0.015625,-0.015625,-0.007812,0.003906,-0.031250,-0.011719,0.011719,0.023438,0.027344,0.011719,-0.011719,-0.023438,-0.019531,0.000000,0.023438,-0.035156,-0.015625,0.015625,0.023438,0.031250,0.003906,-0.023438,-0.023438,-0.023438,0.000000,0.027344,-0.031250,-0.015625,0.015625,0.031250,0.039062,0.000000,-0.031250,-0.039062,-0.027344,0.000000,0.035156,-0.027344,-0.003906,0.019531,0.039062,0.031250,-0.003906,-0.042969,-0.042969,-0.023438,0.011719,0.035156,-0.023438,0.000000,0.023438,0.042969,0.027344,-0.007812,-0.039062,-0.039062,-0.019531,0.007812,0.039062,-0.023438,0.003906,0.019531,0.035156,0.019531,-0.007812,-0.035156,-0.031250,-0.015625,0.007812,0.035156,-0.019531,0.003906,0.023438,0.023438,0.011719,-0.015625,-0.027344,-0.031250,-0.011719,0.007812,0.035156,-0.011719,0.011719,0.011719,0.019531,0.007812,-0.015625,-0.027344,-0.019531,-0.007812,0.007812,0.031250,-0.011719,0.007812,0.015625,0.015625,0.000000,-0.019531,-0.019531,-0.011719,-0.007812,0.007812,0.027344,0.000000,0.011719,0.007812,0.007812,0.000000,-0.011719,-0.015625,-0.007812,-0.007812,0.003906,0.019531,
0.007812,0.031250,0.023438,-0.003906,-0.015625,-0.023438,-0.015625,0.019531,0.015625,-0.007812,-0.011719,0.015625,0.031250,0.019531,-0.007812,-0.015625,-0.015625,-0.003906,0.027344,0.007812,-0.011719,-0.011719,0.011719,0.031250,0.011719,-0.027344,-0.023438,-0.023438,0.000000,0.035156,0.000000,-0.019531,-0.015625,0.019531,0.031250,0.011719,-0.031250,-0.023438,-0.019531,0.003906,0.031250,0.000000,-0.019531,-0.007812,0.019531,0.031250,0.007812,-0.027344,-0.015625,-0.007812,0.003906,0.027344,-0.003906,-0.019531,0.000000,0.019531,0.031250,0.007812,-0.019531,-0.011719,-0.003906,0.007812,0.019531,-0.015625,-0.019531,0.011719,0.019531,0.031250,0.000000,-0.019531,-0.011719,-0.003906,0.000000,0.015625,-0.019531,-0.019531,0.011719,0.023438,0.027344,0.000000,-0.019531,-0.003906,-0.007812,0.000000,0.000000,-0.019531,-0.019531,0.019531,0.023438,0.027344,0.000000,-0.015625,0.000000,0.000000,0.000000,0.000000,-0.019531,-0.011719,0.015625,0.019531,0.019531,0.000000,-0.011719,0.000000,-0.003906,-0.003906,-0.003906,-0.023438,-0.011719,0.015625,0.015625,0.015625,-0.011719,-0.011719,0.000000,0.003906,0.000000,-0.003906,-0.027344,-0.015625,0.000000,
-0.003906,0.007812,-0.019531,-0.078125,-0.074219,-0.050781,0.003906,0.093750,0.089844,0.019531,-0.023438,0.007812,0.023438,-0.015625,-0.085938,-0.074219,-0.035156,0.031250,0.117188,0.082031,0.003906,-0.042969,0.007812,0.027344,-0.027344,-0.109375,-0.082031,-0.039062,0.058594,0.148438,0.074219,-0.011719,-0.070312,0.019531,0.027344,-0.035156,-0.113281,-0.074219,-0.011719,0.093750,0.164062,0.074219,-0.027344,-0.074219,0.027344,0.023438,-0.046875,-0.117188,-0.070312,0.015625,0.113281,0.160156,0.050781,-0.050781,-0.082031,0.023438,0.015625,-0.054688,-0.117188,-0.066406,0.023438,0.117188,0.144531,0.023438,-0.066406,-0.066406,0.015625,0.015625,-0.062500,-0.113281,-0.054688,0.031250,0.105469,0.121094,0.000000,-0.070312,-0.066406,0.015625,0.007812,-0.054688,-0.093750,-0.031250,0.039062,0.101562,0.089844,0.000000,-0.066406,-0.058594,0.007812,0.000000,-0.054688,-0.066406,-0.003906,0.050781,0.097656,0.082031,-0.007812,-0.058594,-0.046875,0.000000,-0.003906,-0.042969,-0.035156,0.015625,0.054688,0.082031,0.062500,-0.007812,-0.046875,-0.031250,-0.011719,-0.015625,-0.050781,-0.035156,0.027344,0.062500,0.074219,0.054688,-0.011719,-0.039062,-0.035156,

filter 1
-0.070312,-0.097656,-0.113281,-0.097656,-0.050781,0.003906,0.058594,0.093750,0.101562,0.085938,0.058594,-0.101562,-0.136719,-0.148438,-0.117188,-0.054688,0.011719,0.078125,0.132812,0.140625,0.113281,0.078125,-0.113281,-0.156250,-0.160156,-0.125000,-0.050781,0.027344,0.089844,0.144531,0.152344,0.128906,0.089844,-0.093750,-0.121094,-0.121094,-0.093750,-0.046875,0.015625,0.078125,0.125000,0.125000,0.109375,0.074219,-0.062500,-0.062500,-0.062500,-0.046875,-0.023438,0.003906,0.042969,0.074219,0.066406,0.058594,0.042969,0.000000,0.007812,0.007812,0.007812,0.000000,0.000000,0.000000,0.007812,0.003906,0.000000,0.000000,0.046875,0.074219,0.082031,0.054688,0.023438,-0.003906,-0.035156,-0.054688,-0.058594,-0.054688,-0.042969,0.078125,0.121094,0.128906,0.101562,0.050781,-0.007812,-0.058594,-0.101562,-0.121094,-0.101562,-0.085938,0.093750,0.148438,0.160156,0.125000,0.058594,-0.011719,-0.082031,-0.136719,-0.160156,-0.132812,-0.093750,0.082031,0.136719,0.144531,0.113281,0.058594,-0.011719,-0.085938,-0.136719,-0.152344,-0.125000,-0.089844,0.058594,0.093750,0.109375,0.093750,0.050781,-0.007812,-0.066406,-0.101562,-0.113281,-0.101562,-0.070312,
-0.066406,-0.097656,-0.121094,-0.101562,-0.058594,0.003906,0.062500,0.097656,0.097656,0.078125,0.046875,-0.101562,-0.148438,-0.164062,-0.136719,-0.066406,0.007812,0.082031,0.136719,0.140625,0.113281,0.074219,-0.125000,-0.175781,-0.187500,-0.144531,-0.066406,0.023438,0.093750,0.152344,0.164062,0.132812,0.089844,-0.109375,-0.148438,-0.152344,-0.117188,-0.058594,0.015625,0.082031,0.128906,0.132812,0.113281,0.074219,-0.074219,-0.085938,-0.089844,-0.070312,-0.035156,0.000000,0.042969,0.078125,0.074219,0.062500,0.042969,-0.007812,0.000000,-0.003906,-0.003906,-0.011719,-0.007812,-0.003906,0.000000,0.003906,0.000000,-0.007812,0.054688,0.078125,0.078125,0.050781,0.019531,-0.011719,-0.042969,-0.066406,-0.066406,-0.062500,-0.050781,0.089844,0.132812,0.136719,0.109375,0.050781,-0.015625,-0.070312,-0.109375,-0.128906,-0.113281,-0.085938,0.113281,0.167969,0.179688,0.136719,0.062500,-0.015625,-0.085938,-0.148438,-0.167969,-0.136719,-0.089844,0.113281,0.164062,0.171875,0.136719,0.066406,-0.007812,-0.085938,-0.136719,-0.152344,-0.121094,-0.078125,0.089844,0.125000,0.136719,0.117188,0.066406,0.000000,-0.058594,-0.089844,-0.105469,-0.089844,-0.050781,
-0.035156,-0.066406,-0.093750,-0.074219,-0.039062,0.019531,0.070312,0.097656,0.089844,0.070312,0.039062,-0.070312,-0.113281,-0.136719,-0.109375,-0.046875,0.023438,0.085938,0.128906,0.128906,0.105469,0.070312,-0.097656,-0.144531,-0.164062,-0.125000,-0.050781,0.035156,0.093750,0.140625,0.148438,0.125000,0.085938,-0.093750,-0.132812,-0.136719,-0.101562,-0.046875,0.023438,0.078125,0.121094,0.125000,0.109375,0.070312,-0.066406,-0.082031,-0.085938,-0.058594,-0.027344,0.003906,0.042969,0.074219,0.070312,0.066406,0.042969,-0.007812,-0.007812,-0.011719,-0.003906,-0.007812,-0.003906,-0.003906,0.003906,0.007812,0.003906,0.000000,0.042969,0.058594,0.058594,0.042969,0.011719,-0.015625,-0.046875,-0.062500,-0.058594,-0.050781,-0.039062,0.074219,0.109375,0.113281,0.089844,0.035156,-0.019531,-0.078125,-0.113281,-0.125000,-0.097656,-0.074219,0.101562,0.140625,0.148438,0.113281,0.042969,-0.031250,-0.097656,-0.148438,-0.160156,-0.121094,-0.074219,0.101562,0.140625,0.144531,0.109375,0.042969,-0.027344,-0.097656,-0.140625,-0.148438,-0.109375,-0.066406,0.082031,0.109375,0.113281,0.093750,0.039062,-0.015625,-0.070312,-0.101562,-0.105469,-0.082031,-0.042969,

filter 2
0.000000,0.000000,0.000000,-0.003906,-0.019531,-0.011719,-0.027344,-0.015625,-0.023438,-0.015625,-0.007812,0.000000,0.000000,-0.011719,-0.019531,-0.027344,-0.023438,-0.019531,-0.011719,-0.007812,0.000000,0.000000,-0.003906,-0.007812,-0.019531,-0.019531,-0.011719,-0.011719,0.000000,0.007812,0.011719,0.011719,0.019531,-0.015625,-0.007812,-0.015625,-0.007812,-0.003906,0.003906,0.011719,0.019531,0.015625,0.015625,0.007812,-0.007812,-0.003906,0.000000,0.007812,0.019531,0.031250,0.027344,0.027344,0.019531,0.011719,0.007812,0.000000,0.003906,0.007812,0.027344,0.035156,0.039062,0.035156,0.019531,0.011719,0.000000,-0.007812,0.011719,0.015625,0.023438,0.031250,0.031250,0.031250,0.019531,0.011719,0.003906,-0.011719,-0.015625,0.015625,0.019531,0.019531,0.023438,0.015625,0.011719,0.007812,0.000000,-0.015625,-0.027344,-0.031250,0.023438,0.015625,0.015625,0.015625,0.003906,0.003906,-0.007812,-0.023438,-0.027344,-0.019531,-0.019531,0.007812,0.007812,0.003906,-0.003906,-0.007812,-0.019531,-0.019531,-0.027344,-0.019531,-0.015625,-0.003906,0.003906,-0.003906,-0.011719,-0.023438,-0.019531,-0.027344,-0.019531,-0.027344,-0.019531,-0.003906,-0.011719,
